User,First_Day,Last_Day,Total_Inc,Total_Locks,Days_of_Cycle,,,,
karceo1,2018-06-28T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,20,6,1,,,,
kardiel,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,6,3,0,,,,
kbaker16,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,12,5,0,,,,
kbaker16,2018-06-23T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,21,15,2,,,,
kbarne28,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,10,3,0,,,,
kbibbins,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,5,8,0,,,,
kcrother,2018-06-16T00:00:00.000-05:00,2018-06-16T00:00:00.000-05:00,6,3,0,,,,
kcrother,2018-06-18T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,14,3,1,,,,
kdegeuri,2018-06-21T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,58,4,1,,,,
kduggine,2018-06-01T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,110,2,3,,,,
kduggine,2018-06-08T00:00:00.000-05:00,2018-06-08T00:00:00.000-05:00,21,2,0,,,,
kgoudy,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,5,6,0,,,,
kjagmis,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,8,0,0,,,,
kjohn80,2018-06-23T00:00:00.000-05:00,2018-06-23T00:00:00.000-05:00,6,3,0,,,,
kjohn80,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,3,0,,,,
kkamanga,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,12,7,0,,,,
kkarupp,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,5,12,0,,,,
kkavith1,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,5,0,0,,,,
kkron,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,7,1,0,,,,
kmccray4,2018-06-05T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,16,3,1,,,,
knellur,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,5,3,0,,,,
kogbonna,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,6,3,0,,,,
kogbonna,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,6,3,0,,,,
kogbonna,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,3,0,,,,
kpatel42,2018-06-25T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,12,6,1,,,,
kpeddy,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,7,0,0,,,,
kpeddy,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,7,0,0,,,,
kperki14,2018-06-16T00:00:00.000-05:00,2018-06-16T00:00:00.000-05:00,9,3,0,,,,
kperki14,2018-06-18T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,18,4,1,,,,
kplant1,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,18,6,0,,,,
kramir10,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,5,7,0,,,,
kreddy19,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,6,2,0,,,,
krengana,2018-06-16T00:00:00.000-05:00,2018-06-16T00:00:00.000-05:00,6,60,0,,,,
ksaldua,2018-06-13T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,13,0,1,,,,
ksorn,2018-06-21T00:00:00.000-05:00,2018-06-23T00:00:00.000-05:00,120,1,2,,,,
ksorn,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,8,1,0,,,,
ksorn,2018-06-27T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,24,1,2,,,,
ksrikan2,2018-06-01T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,96,8,3,,,,
ksrikan2,2018-06-08T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,91,7,3,,,,
kstewar3,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,3,0,,,,
ktaheri,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,7,0,0,,,,
ktaylor,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,6,3,0,,,,
ktrinid2,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,9,6,0,,,,
kwatso23,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,5,0,0,,,,
labramow,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,9,1,0,,,,
lbaska,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,7,6,0,,,,
lbell46,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,7,10,0,,,,
lbrodeur,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,18,3,0,,,,
lcampb29,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,5,7,0,,,,
lclingm,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,10,6,0,,,,
lhernan9,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,3,0,,,,
lholder1,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,5,1,0,,,,
lhunter,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,6,3,0,,,,
ljohn210,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,5,3,0,,,,
ljuvvadi,2018-06-27T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,24,6,1,,,,
lknox2,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,8,3,0,,,,
llehtin,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,8,1,0,,,,
lmcghee,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,8,1,0,,,,
lmiggin,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,10,17,0,,,,
lnguy13,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,12,12,0,,,,
lnguye42,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,5,1,0,,,,
lnguye42,2018-06-13T00:00:00.000-05:00,2018-06-16T00:00:00.000-05:00,53,4,3,,,,
lor,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,5,0,0,,,,
lowens26,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,9,9,0,,,,
lpicket7,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,12,13,0,,,,
lsims18,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,21,3,0,,,,
lsurratt,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,6,3,0,,,,
ltrinid2,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,26,1,0,,,,
lwashby,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,6,1,0,,,,
m2,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,8,3,0,,,,
mabukhur,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,8,5,0,,,,
maddo,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,6,4,0,,,,
malfons2,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,18,0,,,,
mande17,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,6,5,0,,,,
maustin6,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,6,5,0,,,,
mbastia,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,16,16,0,,,,
mblank4,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,3,0,,,,
mcasill,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,5,0,0,,,,
mcasill1,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,6,9,0,,,,
mconley4,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,8,9,0,,,,
mcorona8,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,6,1,0,,,,
mcorona8,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,8,1,0,,,,
mfaiman1,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,6,3,0,,,,
mkamande,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,9,3,0,,,,
mkamande,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,15,3,0,,,,
mkaur100,2018-06-25T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,75,20,2,,,,
mleiner,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,5,1,0,,,,
mlozan13,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,6,1,0,,,,
mmacal1,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,6,3,0,,,,
mmagday,2018-06-04T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,20,5,1,,,,
mmagday,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,10,5,0,,,,
mmagday,2018-06-13T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,50,5,2,,,,
mmagday,2018-06-19T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,35,5,1,,,,
mmagday,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,10,5,0,,,,
mmagro,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,7,1,0,,,,
mmy,2018-06-24T00:00:00.000-05:00,2018-06-24T00:00:00.000-05:00,16,15,0,,,,
mnicola4,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,6,1,0,,,,
mnoffsi,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,6,1,0,,,,
moglesby,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,5,0,,,,
moneil3,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,5,0,0,,,,
mpaul14,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,5,0,0,,,,
mpiczon,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,6,3,0,,,,
mpiczon,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,6,3,0,,,,
mpiczon,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,12,3,0,,,,
mpiczon,2018-06-25T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,18,3,1,,,,
mpulkurt,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,6,3,0,,,,
mray1010,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,10,6,0,,,,
mreddy67,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,6,15,0,,,,
mrucker6,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,7,11,0,,,,
mruiz114,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,18,1,0,,,,
mruiz114,2018-06-06T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,18,1,0,,,,
mruiz114,2018-06-11T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,135,3,2,,,,
msamuel8,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,5,3,0,,,,
mscrugg6,2018-06-24T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,52,3,2,,,,
mshar57,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,5,17,0,,,,
msravant,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,5,1,0,,,,
mstein14,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,6,1,0,,,,
mstout2,2018-06-19T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,12,0,1,,,,
mtavera1,2018-06-30T00:00:00.000-05:00,2018-06-30T00:00:00.000-05:00,5,3,0,,,,
mtaylo80,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,5,3,0,,,,
muddin1,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,5,7,0,,,,
mvardhan,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,8,6,0,,,,
mvatsay,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,6,1,0,,,,
mvazque1,2018-06-24T00:00:00.000-05:00,2018-06-24T00:00:00.000-05:00,12,6,0,,,,
mwebe13,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,128,1,0,,,,
mwils114,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,5,5,0,,,,
nanand13,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,6,0,0,,,,
nanand13,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,5,0,0,,,,
ncross11,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,5,3,0,,,,
ncross11,2018-06-24T00:00:00.000-05:00,2018-06-24T00:00:00.000-05:00,5,3,0,,,,
ncross11,2018-06-28T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,10,3,1,,,,
ndietri,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,6,5,0,,,,
nhanse1,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,7,10,0,,,,
nkerste,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,6,7,0,,,,
nkhera,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,5,8,0,,,,
nkollasc,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,20,17,0,,,,
nluu,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,8,4,0,,,,
nmirza,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,13,2,0,,,,
nmishra6,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,6,10,0,,,,
nmoana1,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,6,13,0,,,,
nnathan1,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,6,1,0,,,,
nsharm84,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,7,2,0,,,,
nvijaya2,2018-06-04T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,24,3,1,,,,
nvijaya2,2018-06-18T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,26,3,2,,,,
nvijaya2,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,16,3,0,,,,
obright,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,10,1,0,,,,
obright,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,8,1,0,,,,
obright,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,8,1,0,,,,
omay,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,6,9,0,,,,
opierce1,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,5,3,0,,,,
oprakas1,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,7,5,0,,,,
pandrada,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,9,1,0,,,,
pbalan1,2018-06-06T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,5,0,0,,,,
pbarker1,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,5,3,0,,,,
pbrock1,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,9,3,0,,,,
pcalab1,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,8,20,0,,,,
pdrake2,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,5,2,0,,,,
pdubhasi,2018-06-21T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,15,2,1,,,,
pgandara,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,8,15,0,,,,
phariram,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,9,45,0,,,,
phrusk1,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,8,6,0,,,,
pjonnag1,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,6,20,0,,,,
pmcilqu,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,8,17,0,,,,
ppotu1,2018-06-23T00:00:00.000-05:00,2018-06-23T00:00:00.000-05:00,24,10,0,,,,
ppyaram,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,5,0,,,,
pscott26,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,6,2,0,,,,
pshah25,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,9,12,0,,,,
psoni2,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,6,7,0,,,,
pvelasq3,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,5,2,0,,,,
pyerunk,2018-06-06T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,5,3,0,,,,
pyerunk,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,5,3,0,,,,
pyerunk,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,5,3,0,,,,
pyerunk,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,5,3,0,,,,
qbattle1,2018-06-06T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,6,7,0,,,,
radornad,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,10,2,0,,,,
radornad,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,17,2,0,,,,
radornad,2018-06-06T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,7,2,0,,,,
rallen26,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,8,3,0,,,,
rander33,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,6,0,,,,
rander33,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,6,6,0,,,,
rbajpai4,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,5,3,0,,,,
rbauti2,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,5,10,0,,,,
rbisht4,2018-06-14T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,1344,7,6,,,,
rbrink10,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,6,13,0,,,,
rchowdh1,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,6,5,0,,,,
rcox1003,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,6,1,0,,,,
rdesai2,2018-06-29T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,6,1,0,,,,
rdevul1,2018-06-01T00:00:00.000-05:00,2018-06-02T00:00:00.000-05:00,12,2,1,,,,
rfran45,2018-06-17T00:00:00.000-05:00,2018-06-17T00:00:00.000-05:00,9,6,0,,,,
rfrank15,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,8,6,0,,,,
rgadela,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,8,3,0,,,,
rgalla,2018-06-01T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,456,4,4,,,,
rgalla,2018-06-08T00:00:00.000-05:00,2018-06-30T00:00:00.000-05:00,2070,4,22,,,,
rgilmor1,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,12,3,0,,,,
rjoh164,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,8,3,0,,,,
rkorlapa,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,6,4,0,,,,
rkorlapa,2018-06-14T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,18,4,1,,,,
rkorlapa,2018-06-18T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,45,4,2,,,,
rlangdon,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,7,3,0,,,,
rlechug1,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,8,0,0,,,,
rmissagh,2018-06-01T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,54,0,4,,,,
rmissagh,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,5,0,0,,,,
rmunsh1,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,8,9,0,,,,
rodrobi,2018-06-01T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,170,0,4,,,,
rodrobi,2018-06-09T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,254,0,10,,,,
rparede3,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,10,2,0,,,,
rpena101,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,6,7,0,,,,
rschmerb,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,17,2,0,,,,
rschmerb,2018-06-03T00:00:00.000-05:00,2018-06-03T00:00:00.000-05:00,6,2,0,,,,
rshukla1,2018-06-06T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,5,0,0,,,,
rslaven1,2018-06-11T00:00:00.000-05:00,2018-06-30T00:00:00.000-05:00,596,1,19,,,,
rsnow4,2018-06-22T00:00:00.000-05:00,2018-06-23T00:00:00.000-05:00,15,3,1,,,,
rtaylo21,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,1,0,,,,
rthornt3,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,9,0,,,,
rvilori2,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,9,4,0,,,,
sadeleye,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,3,0,,,,
sakonai,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,5,8,0,,,,
sbabu106,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,11,57,0,,,,
sbass5,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,1,0,,,,
sbasu110,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,10,7,0,,,,
sbeane,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,6,3,0,,,,
sbetter,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,7,15,0,,,,
sbetter,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,14,15,0,,,,
sbetter,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,7,15,0,,,,
sbollapr,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,7,6,0,,,,
scarlso8,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,6,3,0,,,,
scolsto1,2018-06-17T00:00:00.000-05:00,2018-06-17T00:00:00.000-05:00,5,5,0,,,,
scrame3,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,6,5,0,,,,
scrame3,2018-06-18T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,12,5,1,,,,
scrame3,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,9,5,0,,,,
scraven1,2018-06-06T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,8,3,0,,,,
SDEYO,2018-06-24T00:00:00.000-05:00,2018-06-24T00:00:00.000-05:00,13,15,0,,,,
sdixson,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,6,8,0,,,,
sdyson1,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,5,3,0,,,,
sfagan11,2018-06-05T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,6,4,0,,,,
sgardn2,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,10,3,0,,,,
sgardne5,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,5,4,0,,,,
sgibbs12,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,1,0,,,,
sgiese11,2018-06-16T00:00:00.000-05:00,2018-06-16T00:00:00.000-05:00,5,6,0,,,,
sgoud6,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,5,6,0,,,,
sgriego1,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,7,17,0,,,,
sgriego1,2018-06-29T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,7,17,0,,,,
shaase1,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,6,12,0,,,,
shopkin1,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,6,11,0,,,,
shopkin1,2018-06-18T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,12,11,1,,,,
shopkin1,2018-06-21T00:00:00.000-05:00,2018-06-23T00:00:00.000-05:00,24,11,2,,,,
shopkin1,2018-06-25T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,12,11,1,,,,
shopkin1,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,12,11,0,,,,
shurst1,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,12,3,0,,,,
sjohn301,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,5,3,0,,,,
sjone130,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,12,0,,,,
skarell,2018-06-29T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,6,4,0,,,,
skhan126,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,8,15,0,,,,
skulavik,2018-06-01T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,264,6,4,,,,
skulavik,2018-06-08T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,741,9,11,,,,
skumar88,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,9,10,0,,,,
slardin,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,6,3,0,,,,
sliggins,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,6,3,0,,,,
smaddux,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,5,3,0,,,,
smcloud,2018-06-29T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,6,6,0,,,,
